date,smirk_norm_7d,dte_used_7d,smirk_norm_14d,dte_used_14d,smirk_norm_21d,dte_used_21d,smirk_norm_28d,dte_used_28d,signal_pct,ret_mtf,correct_pct
2020-01-06,0.39354641652977074,4.0,0.2758780274805898,11.0,0.20587215068927106,18.0,0.13454446781720764,25.0,PUT,-0.024410893184704442,1.0
2020-01-07,0.2812187606919606,10.0,0.21101850939200678,17.0,0.13019364209497125,24.0,0.12945880978594818,31.0,NO_TRADE,-0.01636079100867841,
2020-01-13,0.5864733430135763,4.0,0.3209232381416475,11.0,0.16831608831478423,18.0,0.17157292559062765,25.0,PUT,-0.017765042979942622,1.0
2020-01-14,0.34134273048467606,10.0,0.16085932149517093,17.0,0.1544664208399618,24.0,0.39092829375373256,31.0,PUT,-0.009248554913294805,1.0
2020-01-21,0.14320639231845506,10.0,0.16968810457982653,17.0,0.4096957249760305,24.0,0.47730649909021805,31.0,NO_TRADE,-0.018644569399230617,
2020-01-27,0.11785093016431944,4.0,0.11938184911278536,11.0,0.4130620546359975,18.0,0.4490692973052531,25.0,NO_TRADE,-0.04046957059005248,
2020-01-28,0.1333886747987026,10.0,0.4172976911410171,17.0,0.4891059043812364,24.0,0.4738649351100295,31.0,NO_TRADE,-0.03913379737045643,
2020-02-03,0.30199485203608767,4.0,0.8021933692703433,11.0,0.8171841840107082,18.0,0.7375647196191404,25.0,NO_TRADE,0.012185081508315529,
2020-02-04,0.9544021767292553,10.0,1.047359922265044,17.0,0.8183122383287408,24.0,0.712174348209793,31.0,PUT,0.025012506253126565,0.0
2020-02-10,0.2807116882627259,4.0,0.17811957194483932,11.0,0.13596930054113526,18.0,0.10050824324731689,25.0,NO_TRADE,0.011507671781187421,
2020-02-11,0.1691082172755235,10.0,0.10920079239372853,17.0,0.06814232075111959,24.0,0.05650744752298032,31.0,NO_TRADE,0.0019824880224681555,
2020-02-18,0.18446782058453132,10.0,0.07651794013213534,17.0,0.05424428624711232,24.0,0.025809772078835197,31.0,NO_TRADE,-0.0125250501002004,
2020-02-24,0.21300935742705604,4.0,0.07761376007615708,11.0,0.029884459249601078,18.0,0.04191382571708961,25.0,NO_TRADE,-0.08729595457771472,
2020-02-25,0.0816792482407729,10.0,-0.03833604481752171,17.0,0.0405294673340598,24.0,0.0819601975188846,31.0,NO_TRADE,-0.050922509225092345,
2020-03-02,0.23369261410472061,4.0,0.16849278486406777,11.0,0.09205828024395012,18.0,0.17424887663012648,25.0,NO_TRADE,-0.11488492947290282,
2020-03-03,0.10798259266218105,10.0,0.16757968642697377,17.0,0.039256423641421456,24.0,0.04701597967358998,31.0,NO_TRADE,-0.07037037037037036,
2020-03-09,0.005429577362601723,4.0,0.09894021406861728,11.0,-0.08886292791260575,18.0,-0.11159803622034731,25.0,NO_TRADE,-0.08934543717152418,
2020-03-10,0.4051555407246991,10.0,0.18823998388358798,17.0,0.12134993629538995,24.0,0.15936038271046582,30.0,PUT,-0.12186132227597327,1.0
2020-03-16,-0.34956724942772527,4.0,-0.016848783475549686,11.0,0.36394295321781756,24.0,,,CALL,-0.0507393447376051,0.0
2020-03-17,0.259775595055698,10.0,0.2584293763642874,17.0,0.16758448824900435,23.0,0.1362465464170045,31.0,NO_TRADE,-0.11056778049443086,
2020-03-23,-0.10035781947087209,4.0,-0.07961094270273811,17.0,,,0.028812708722426195,25.0,CALL,0.17488076311605735,1.0
2020-03-24,,,,,0.06030705933633881,24.0,,,NO_TRADE,0.04260722347629812,
2020-03-30,-0.03600913072465872,10.0,,,0.057447174822751225,18.0,-0.07645338596317434,25.0,CALL,0.04560000000000002,1.0
2020-03-31,-0.018578323932619725,9.0,0.08962567572852943,17.0,,,,,CALL,0.03265736107453258,1.0
2020-04-06,,,0.11176439423702308,11.0,0.11878262841598794,18.0,0.02763903313022325,25.0,NO_TRADE,0.06572769953051652,
2020-04-07,0.15555639717589967,10.0,,,0.0299628886961139,24.0,0.056824703703682686,31.0,NO_TRADE,0.04582929194956354,
2020-04-13,-0.036365550985054944,4.0,0.11434356023051093,11.0,0.18989768809024243,18.0,0.42810290218741365,25.0,CALL,0.010757717492984117,1.0
2020-04-14,0.08084974619168443,10.0,0.17885859032054052,17.0,0.331669981227689,24.0,0.22255575488548682,31.0,NO_TRADE,0.018618901720480772,
2020-04-20,0.03389224837984935,4.0,0.07438306663670526,11.0,0.353366684740334,18.0,0.07536212019033559,25.0,NO_TRADE,0.06192326372025248,
2020-04-21,0.03470305894949505,10.0,0.580783953625607,17.0,0.19052188872718268,24.0,0.2815808263585058,31.0,NO_TRADE,0.0676269531249999,
2020-04-27,0.15189003464684833,4.0,0.11719612079158581,11.0,0.3028873237036881,18.0,0.3968758827020987,25.0,NO_TRADE,0.05757851615839785,
2020-04-28,0.1921661146931837,10.0,0.3272823389812249,17.0,0.2971057282795081,24.0,0.3163367242870707,31.0,NO_TRADE,0.0333555703802535,
