date,smirk_norm_30d,dte_used_30d,signal_pct,ret_mtf,correct_pct
2008-06-02,0.23029046371590522,28.0,PUT,-0.018034596981965408,1.0
2008-06-03,0.19789293661439905,27.0,NO_TRADE,-0.012318077886255599,
2008-06-09,0.15321133446616783,40.0,NO_TRADE,-0.001270414757372825,
2008-06-10,0.24164834487277143,39.0,PUT,0.0011704602337975312,0.0
2008-06-16,0.25803938241414964,33.0,PUT,-0.03103357007366891,1.0
2008-06-17,0.17487312591072365,32.0,NO_TRADE,-0.024427616530834313,
2008-06-23,0.22493194043489984,26.0,PUT,-0.03006069802731403,1.0
2008-06-24,0.20644343764131512,25.0,NO_TRADE,-0.02732273699107492,
2008-06-30,,,NO_TRADE,-0.013359374999999929,
2008-07-01,,,NO_TRADE,-0.01712960440809083,
2008-07-07,0.18069302077526406,40.0,NO_TRADE,-0.010237081872699201,
2008-07-08,0.18897925734060478,39.0,NO_TRADE,-0.026858757949281647,
2008-07-14,0.15323192893163368,33.0,NO_TRADE,0.026361638036310437,
2008-07-15,0.2608951795732908,32.0,PUT,0.03767357252800617,0.0
2008-07-21,0.1651704998952661,26.0,NO_TRADE,-0.001777777777777785,
2008-07-22,0.3745125052726811,25.0,PUT,-0.015066562255285833,1.0
2008-07-28,,,NO_TRADE,0.021014768667417433,
2008-07-29,,,NO_TRADE,-0.002287840405319902,
2008-08-04,,,NO_TRADE,0.03787799937550536,
2008-08-05,,,NO_TRADE,0.008903555195815817,
2008-08-11,0.16796778265861045,40.0,NO_TRADE,-0.0054546011705941,
2008-08-12,0.11125866391723963,39.0,NO_TRADE,0.006676540605929115,
2008-08-18,0.0890684782358512,33.0,NO_TRADE,0.010636633818238806,
2008-08-19,0.12440295141572447,32.0,NO_TRADE,0.020139102700739715,
2008-08-25,0.18841643751067444,26.0,NO_TRADE,0.012621956995358537,
2008-08-26,0.18121933408074484,25.0,NO_TRADE,0.008902800607152076,
2008-09-02,0.1626727421411056,28.0,NO_TRADE,-0.027606881760829056,
2008-09-08,0.16260805763449301,40.0,NO_TRADE,-0.01269137633204231,
2008-09-09,0.057264702786871687,39.0,NO_TRADE,0.022204800287461968,
2008-09-15,0.04672407692529787,33.0,CALL,0.05230150079651202,1.0
2008-09-16,0.07195070260421434,32.0,NO_TRADE,0.034187822905594155,
2008-09-22,0.026827269982996903,26.0,CALL,0.004904356758816719,1.0
2008-09-23,0.15890268467487872,25.0,NO_TRADE,0.020863139822591744,
2008-09-29,,,NO_TRADE,-0.006471497392420467,
2008-09-30,,,NO_TRADE,-0.057555128776706925,
2008-10-06,,,NO_TRADE,-0.14918298025338497,
2008-10-07,,,NO_TRADE,-0.09737711171115103,
2008-10-13,-0.07813402186150784,40.0,CALL,-0.06259032241989343,0.0
2008-10-14,0.07363009923906275,39.0,NO_TRADE,-0.05757457340106816,
2008-10-20,0.029832065719922012,33.0,CALL,-0.11023949665110615,0.0
2008-10-21,0.03536995663860834,32.0,CALL,-0.08196429506308568,0.0
2008-10-27,0.3143921200150543,26.0,PUT,0.14115582151439482,0.0
2008-10-28,0.1186072341311406,25.0,NO_TRADE,0.030026262347024497,
2008-11-03,,,NO_TRADE,-0.03654144675566589,
2008-11-04,,,NO_TRADE,-0.07433258762117821,
2008-11-10,0.06753036829758244,40.0,NO_TRADE,-0.04995594042710596,
2008-11-11,0.1882832763717589,39.0,NO_TRADE,-0.028544412926191757,
2008-11-17,0.05382099868509221,33.0,NO_TRADE,-0.05961798413164858,
2008-11-18,-0.03616556332919361,32.0,CALL,-0.06877968153459357,0.0
2008-11-24,0.17148564615536316,26.0,NO_TRADE,0.05215951914159268,
2008-11-25,0.18388202175770887,25.0,NO_TRADE,0.04531193505872476,
2008-12-01,0.0738044565890089,30.0,NO_TRADE,0.07333896913784443,
2008-12-02,0.08221522242927001,29.0,NO_TRADE,0.03211555000530167,
2008-12-08,0.1606149721102721,40.0,NO_TRADE,-0.03294492689897771,
2008-12-09,0.0600517564348718,39.0,NO_TRADE,-0.010059977269402524,
2008-12-15,0.003882449545801259,33.0,CALL,0.022231944460434902,1.0
2008-12-16,0.07606254415844677,32.0,NO_TRADE,-0.027705381195383117,
2008-12-22,0.056170298654537355,26.0,NO_TRADE,0.0013423126785447484,
2008-12-23,0.15881527338736443,25.0,NO_TRADE,0.011168265443255,
