date,smirk_norm_7d,dte_used_7d,smirk_norm_14d,dte_used_14d,smirk_norm_21d,dte_used_21d,smirk_norm_28d,dte_used_28d,smirk_norm_7d_z,smirk_norm_14d_z,smirk_norm_21d_z,smirk_norm_28d_z,ret_mtf,signal,correct
2020-03-02,0.23369261410472061,4.0,0.16849278486406777,11.0,0.09205828024395012,18.0,0.17424887663012648,25.0,0.8225960735222126,1.149888242942611,1.3951772385030878,1.40232200030507,-0.11488492947290282,PUT,1.0
2020-03-03,0.10798259266218105,10.0,0.16757968642697377,17.0,0.039256423641421456,24.0,0.04701597967358998,31.0,-0.6773977532618211,0.7533554082843045,-0.3969535401613074,-0.6407660692948387,-0.07037037037037036,NO_TRADE,
2020-03-09,0.005429577362601723,4.0,0.09894021406861728,11.0,-0.08886292791260575,18.0,-0.11159803622034731,25.0,-1.0725232730773826,-0.00235333827395489,-1.4216233970575203,-1.3390919021640266,-0.08934543717152418,NO_TRADE,
2020-03-10,0.4051555407246991,10.0,0.18823998388358798,17.0,0.12134993629538995,24.0,0.15936038271046582,30.0,1.2605423184391606,0.8294366083551843,0.8647863401920379,0.697373502912632,-0.12186132227597327,PUT,1.0
2020-03-16,-0.34956724942772527,4.0,-0.016848783475549686,11.0,0.36394295321781756,24.0,,,-1.258270917170761,-1.3662246899642456,1.3369058389768622,,-0.0507393447376051,CALL,0.0
2020-03-17,0.259775595055698,10.0,0.2584293763642874,17.0,0.16758448824900435,23.0,0.1362465464170045,31.0,0.5429830534805045,1.061920230852077,0.14301449909934716,0.4987009194397743,-0.11056778049443086,PUT,1.0
2020-03-23,-0.10035781947087209,4.0,-0.07961094270273811,17.0,,,0.028812708722426195,25.0,-0.4496811089800799,-1.035508165199698,,-1.138700612694291,0.17488076311605735,NO_TRADE,
2020-03-24,,,,,0.06030705933633881,24.0,,,,,-0.8895357774734135,,0.04260722347629812,NO_TRADE,
2020-03-30,-0.03600913072465872,10.0,,,0.057447174822751225,18.0,-0.07645338596317434,25.0,-0.4016702738097602,,-0.5999780528453911,-0.9965855630385109,0.04560000000000002,NO_TRADE,
2020-03-31,-0.018578323932619725,9.0,0.08962567572852943,17.0,,,,,0.7677420446265448,0.7071067811865399,,,0.03265736107453258,PUT,0.0
2020-04-06,,,0.11176439423702308,11.0,0.11878262841598794,18.0,0.02763903313022325,25.0,,0.70710678118627,1.153714922386355,0.7071067811865185,0.06572769953051652,NO_TRADE,
2020-04-07,0.15555639717589967,10.0,,,0.0299628886961139,24.0,0.056824703703682686,31.0,1.1507855362109634,,-0.8525635353097549,0.7729788310309335,0.04582929194956354,PUT,0.0
2020-04-13,-0.036365550985054944,4.0,0.11434356023051093,11.0,0.18989768809024243,18.0,0.42810290218741365,25.0,-0.6591826383221778,0.6696524400271819,0.9611391912206743,1.1522313123876113,0.010757717492984117,NO_TRADE,
2020-04-14,0.08084974619168443,10.0,0.17885859032054052,17.0,0.331669981227689,24.0,0.22255575488548682,31.0,0.14646679983153862,1.1540359213506601,1.287330153935978,0.21060303400216987,0.018618901720480772,NO_TRADE,
