date,smirk_norm_30d,dte_used_30d,smirk_norm_30d_z,ret_mtf,signal,correct
2008-06-02,0.23029046371590522,28.0,,-0.018034596981965408,NO_TRADE,
2008-06-03,0.19789293661439905,27.0,-0.7071067811865476,-0.012318077886255599,NO_TRADE,
2008-06-09,0.15321133446616783,40.0,-1.0486933386273078,-0.001270414757372825,NO_TRADE,
2008-06-10,0.24164834487277143,39.0,0.9054352698426084,0.0011704602337975312,PUT,0.0
2008-06-16,0.25803938241414964,33.0,0.9629090128348544,-0.03103357007366891,PUT,1.0
2008-06-17,0.17487312591072365,32.0,-0.631748665758067,-0.024427616530834313,NO_TRADE,
2008-06-23,0.22493194043489984,26.0,0.001633107156770761,-0.03006069802731403,NO_TRADE,
2008-06-24,0.20644343764131512,25.0,-0.2768078985457781,-0.02732273699107492,NO_TRADE,
2008-06-30,,,,-0.013359374999999929,NO_TRADE,
2008-07-01,,,,-0.01712960440809083,NO_TRADE,
2008-07-07,0.18069302077526406,40.0,-0.7071067811865516,-0.010237081872699201,NO_TRADE,
2008-07-08,0.18897925734060478,39.0,0.7071067811866062,-0.026858757949281647,PUT,1.0
2008-07-14,0.15323192893163368,33.0,-1.1260378740773527,0.026361638036310437,NO_TRADE,
2008-07-15,0.2608951795732908,32.0,1.4145230000450437,0.03767357252800617,PUT,0.0
2008-07-21,0.1651704998952661,26.0,-0.5577160048853118,-0.001777777777777785,NO_TRADE,
2008-07-22,0.3745125052726811,25.0,1.3246844014806864,-0.015066562255285833,PUT,1.0
2008-07-28,,,,0.021014768667417433,NO_TRADE,
2008-07-29,,,,-0.002287840405319902,NO_TRADE,
2008-08-04,,,,0.03787799937550536,NO_TRADE,
2008-08-05,,,,0.008903555195815817,NO_TRADE,
2008-08-11,0.16796778265861045,40.0,,-0.0054546011705941,NO_TRADE,
2008-08-12,0.11125866391723963,39.0,-0.7071067811865474,0.006676540605929115,NO_TRADE,
2008-08-18,0.0890684782358512,33.0,-0.8281533946765859,0.010636633818238806,NO_TRADE,
2008-08-19,0.12440295141572447,32.0,0.03696652830203885,0.020139102700739715,NO_TRADE,
2008-08-25,0.18841643751067444,26.0,1.4096332492027972,0.012621956995358537,PUT,0.0
2008-08-26,0.18121933408074484,25.0,0.7473610330721447,0.008902800607152076,PUT,0.0
2008-09-02,0.1626727421411056,28.0,-0.05253741624376638,-0.027606881760829056,NO_TRADE,
2008-09-08,0.16260805763449301,40.0,-0.8465469431966982,-0.01269137633204231,NO_TRADE,
2008-09-09,0.057264702786871687,39.0,-1.4818477620048311,0.022204800287461968,CALL,1.0
2008-09-15,0.04672407692529787,33.0,-0.9463819681594134,0.05230150079651202,NO_TRADE,
2008-09-16,0.07195070260421434,32.0,-0.23936107451689928,0.034187822905594155,NO_TRADE,
2008-09-22,0.026827269982996903,26.0,-1.2575308961600438,0.004904356758816719,CALL,1.0
2008-09-23,0.15890268467487872,25.0,1.422529267554099,0.020863139822591744,PUT,0.0
2008-09-29,,,,-0.006471497392420467,NO_TRADE,
2008-09-30,,,,-0.057555128776706925,NO_TRADE,
2008-10-06,,,,-0.14918298025338497,NO_TRADE,
2008-10-07,,,,-0.09737711171115103,NO_TRADE,
2008-10-13,-0.07813402186150784,40.0,,-0.06259032241989343,NO_TRADE,
2008-10-14,0.07363009923906275,39.0,0.7071067811865475,-0.05757457340106816,PUT,1.0
2008-10-20,0.029832065719922012,33.0,0.2738353027136748,-0.11023949665110615,NO_TRADE,
2008-10-21,0.03536995663860834,32.0,0.3098294929384882,-0.08196429506308568,NO_TRADE,
2008-10-27,0.3143921200150543,26.0,1.4844210640253637,0.14115582151439482,PUT,0.0
2008-10-28,0.1186072341311406,25.0,-0.04471330914232349,0.030026262347024497,NO_TRADE,
2008-11-03,,,,-0.03654144675566589,NO_TRADE,
2008-11-04,,,,-0.07433258762117821,NO_TRADE,
2008-11-10,0.06753036829758244,40.0,-0.7071067811865466,-0.04995594042710596,NO_TRADE,
2008-11-11,0.1882832763717589,39.0,0.7071067811865475,-0.028544412926191757,PUT,1.0
2008-11-17,0.05382099868509221,33.0,-0.6675077553577355,-0.05961798413164858,NO_TRADE,
2008-11-18,-0.03616556332919361,32.0,-1.1333899125431195,-0.06877968153459357,NO_TRADE,
2008-11-24,0.17148564615536316,26.0,0.7304350106730112,0.05215951914159268,PUT,0.0
2008-11-25,0.18388202175770887,25.0,0.8688659085250252,0.04531193505872476,PUT,0.0
2008-12-01,0.0738044565890089,30.0,-0.23910657906798022,0.07333896913784443,NO_TRADE,
2008-12-02,0.08221522242927001,29.0,-0.7885075683241729,0.03211555000530167,NO_TRADE,
2008-12-08,0.1606149721102721,40.0,0.6412524820951472,-0.03294492689897771,PUT,1.0
2008-12-09,0.0600517564348718,39.0,-0.7543998950038913,-0.010059977269402524,NO_TRADE,
2008-12-15,0.003882449545801259,33.0,-1.1211640767430213,0.022231944460434902,NO_TRADE,
2008-12-16,0.07606254415844677,32.0,0.014028899750238842,-0.027705381195383117,NO_TRADE,
2008-12-22,0.056170298654537355,26.0,0.2276538180853391,0.0013423126785447484,NO_TRADE,
2008-12-23,0.15881527338736443,25.0,1.3216960841234964,0.011168265443255,PUT,0.0
